data_field_name,EndDate,TimeType,Time,GeoJoinID,geo_type_name,Neighborhood,Data_Value,Message
pedEDAA,12/31/2011,year,2011,202,UHF42,Downtown - Heights - Slope,96.3,
pedEDAA,12/31/2011,year,2011,209,UHF42,Bensonhurst - Bay Ridge,96.3,
pedEDAA,12/31/2011,year,2011,4,Borough,Queens,96.4,
pedEDAA,12/31/2011,year,2011,401,UHF42,Long Island City - Astoria,99.2,
pedEDAA,12/31/2011,year,2011,407,UHF42,Southwest Queens,99.3,
pedEDAA,12/31/2011,year,2011,206,UHF42,Borough Park,101.3,
pedEDAA,12/31/2011,year,2011,301,UHF42,Washington Heights,104,
pedEDAA,12/31/2011,year,2011,307,UHF42,Gramercy Park - Murray Hill,104.4,
pedEDAA,12/31/2011,year,2011,5,Borough,Staten Island,110,
pedEDAA,12/31/2011,year,2011,102,UHF42,Northeast Bronx,112.2,
pedEDAA,12/31/2011,year,2011,1,Citywide,New York City,113.3,
pedEDAA,12/31/2011,year,2011,1,Borough,Bronx,115.2,
pedEDAA,12/31/2011,year,2011,208,UHF42,Canarsie - Flatlands,117.6,
pedEDAA,12/31/2011,year,2011,2,Borough,Brooklyn,118.4,
pedEDAA,12/31/2011,year,2011,302,UHF42,Central Harlem - Morningside Heights,119.5,
pedEDAA,12/31/2011,year,2011,103,UHF42,Fordham - Bronx Pk,120.6,
pedEDAA,12/31/2011,year,2011,107,UHF42,Hunts Point - Mott Haven,122.4,
pedEDAA,12/31/2011,year,2011,211,UHF42,Williamsburg - Bushwick,130.5,
pedEDAA,12/31/2011,year,2011,207,UHF42,East Flatbush - Flatbush,131.5,
pedEDAA,12/31/2011,year,2011,408,UHF42,Jamaica,133.1,
pedEDAA,12/31/2011,year,2011,502,UHF42,Stapleton - St. George,133.4,
pedEDAA,12/31/2011,year,2011,303,UHF42,East Harlem,134.8,
pedEDAA,12/31/2011,year,2011,106,UHF42,High Bridge - Morrisania,134.8,
pedEDAA,12/31/2011,year,2011,105,UHF42,Crotona -Tremont,137.4,
pedEDAA,12/31/2011,year,2011,501,UHF42,Port Richmond,140,
pedEDAA,12/31/2011,year,2011,204,UHF42,East New York,143.2,
pedEDAA,12/31/2011,year,2011,205,UHF42,Sunset Park,149.6,
pedEDAA,12/31/2011,year,2011,203,UHF42,Bedford Stuyvesant - Crown Heights,166.6,
pedEDAA,12/31/2012,year,2012,404,UHF42,Bayside - Little Neck,47.8,
pedEDAA,12/31/2012,year,2012,304,UHF42,Upper West Side,56.1,
pedEDAA,12/31/2012,year,2012,504,UHF42,South Beach - Tottenville,57,
pedEDAA,12/31/2012,year,2012,409,UHF42,Southeast Queens,65.3,
pedEDAA,12/31/2012,year,2012,308,UHF42,Greenwich Village - SoHo,65.6,
pedEDAA,12/31/2012,year,2012,201,UHF42,Greenpoint,69.7,
pedEDAA,12/31/2012,year,2012,305,UHF42,Upper East Side,77.6,
pedEDAA,12/31/2012,year,2012,406,UHF42,Fresh Meadows,81,
pedEDAA,12/31/2012,year,2012,202,UHF42,Downtown - Heights - Slope,81.2,
pedEDAA,12/31/2012,year,2012,309,UHF42,Union Square - Lower East Side,82.4,
pedEDAA,12/31/2012,year,2012,403,UHF42,Flushing - Clearview,82.9,
pedEDAA,12/31/2012,year,2012,5,Borough,Staten Island,85.6,
pedEDAA,12/31/2012,year,2012,407,UHF42,Southwest Queens,86,
pedEDAA,12/31/2012,year,2012,301,UHF42,Washington Heights,86.8,
pedEDAA,12/31/2012,year,2012,3,Borough,Manhattan,87.6,
pedEDAA,12/31/2012,year,2012,101,UHF42,Kingsbridge - Riverdale,88.5,
pedEDAA,12/31/2012,year,2012,306,UHF42,Chelsea - Clinton,90.9,
pedEDAA,12/31/2012,year,2012,102,UHF42,Northeast Bronx,91,
pedEDAA,12/31/2012,year,2012,302,UHF42,Central Harlem - Morningside Heights,91.6,
pedEDAA,12/31/2012,year,2012,503,UHF42,Willowbrook,92,
pedEDAA,12/31/2012,year,2012,4,Borough,Queens,94.2,
pedEDAA,12/31/2012,year,2012,502,UHF42,Stapleton - St. George,100.1,
pedEDAA,12/31/2012,year,2012,405,UHF42,Ridgewood - Forest Hills,100.3,
pedEDAA,12/31/2012,year,2012,310,UHF42,Lower Manhattan,101.4,
pedEDAA,12/31/2012,year,2012,402,UHF42,West Queens,102.4,
pedEDAA,12/31/2012,year,2012,401,UHF42,Long Island City - Astoria,102.7,
pedEDAA,12/31/2012,year,2012,307,UHF42,Gramercy Park - Murray Hill,102.9,
pedEDAA,12/31/2012,year,2012,209,UHF42,Bensonhurst - Bay Ridge,109.5,
pedEDAA,12/31/2012,year,2012,410,UHF42,Rockaways,110.2,
pedEDAA,12/31/2012,year,2012,206,UHF42,Borough Park,110.2,
pedEDAA,12/31/2012,year,2012,408,UHF42,Jamaica,110.7,
pedEDAA,12/31/2012,year,2012,208,UHF42,Canarsie - Flatlands,112.3,
pedEDAA,12/31/2012,year,2012,1,Citywide,New York City,112.4,
pedEDAA,12/31/2012,year,2012,104,UHF42,Pelham - Throgs Neck,115.2,
pedEDAA,12/31/2012,year,2012,210,UHF42,Coney Island - Sheepshead Bay,118.2,
pedEDAA,12/31/2012,year,2012,2,Borough,Brooklyn,120.8,
pedEDAA,12/31/2012,year,2012,103,UHF42,Fordham - Bronx Pk,122.8,
pedEDAA,12/31/2012,year,2012,1,Borough,Bronx,123.3,
pedEDAA,12/31/2012,year,2012,207,UHF42,East Flatbush - Flatbush,123.8,
pedEDAA,12/31/2012,year,2012,501,UHF42,Port Richmond,135.9,
pedEDAA,12/31/2012,year,2012,211,UHF42,Williamsburg - Bushwick,141.3,
pedEDAA,12/31/2012,year,2012,107,UHF42,Hunts Point - Mott Haven,141.5,
pedEDAA,12/31/2012,year,2012,106,UHF42,High Bridge - Morrisania,144.1,
pedEDAA,12/31/2012,year,2012,203,UHF42,Bedford Stuyvesant - Crown Heights,146.5,
pedEDAA,12/31/2012,year,2012,105,UHF42,Crotona -Tremont,149.9,
pedEDAA,12/31/2012,year,2012,204,UHF42,East New York,153.3,
pedEDAA,12/31/2012,year,2012,303,UHF42,East Harlem,155.5,
pedEDAA,12/31/2012,year,2012,205,UHF42,Sunset Park,179.8,
pedEDAA,12/31/2013,year,2013,404,UHF42,Bayside - Little Neck,48.7,
pedEDAA,12/31/2013,year,2013,304,UHF42,Upper West Side,51.9,
pedEDAA,12/31/2013,year,2013,306,UHF42,Chelsea - Clinton,63.3,
pedEDAA,12/31/2013,year,2013,409,UHF42,Southeast Queens,64.2,
pedEDAA,12/31/2013,year,2013,308,UHF42,Greenwich Village - SoHo,64.5,
pedEDAA,12/31/2013,year,2013,504,UHF42,South Beach - Tottenville,65.3,
pedEDAA,12/31/2013,year,2013,305,UHF42,Upper East Side,71.1,
pedEDAA,12/31/2013,year,2013,503,UHF42,Willowbrook,72.8,
pedEDAA,12/31/2013,year,2013,201,UHF42,Greenpoint,76.3,
pedEDAA,12/31/2013,year,2013,406,UHF42,Fresh Meadows,78.7,
pedEDAA,12/31/2013,year,2013,3,Borough,Manhattan,82.1,
pedEDAA,12/31/2013,year,2013,403,UHF42,Flushing - Clearview,83.1,
pedEDAA,12/31/2013,year,2013,301,UHF42,Washington Heights,84,
pedEDAA,12/31/2013,year,2013,101,UHF42,Kingsbridge - Riverdale,85.5,
pedEDAA,12/31/2013,year,2013,302,UHF42,Central Harlem - Morningside Heights,86.5,
pedEDAA,12/31/2013,year,2013,410,UHF42,Rockaways,86.8,
pedEDAA,12/31/2013,year,2013,309,UHF42,Union Square - Lower East Side,90.1,
pedEDAA,12/31/2013,year,2013,209,UHF42,Bensonhurst - Bay Ridge,91.2,
pedEDAA,12/31/2013,year,2013,202,UHF42,Downtown - Heights - Slope,91.4,
pedEDAA,12/31/2013,year,2013,5,Borough,Staten Island,92,
pedEDAA,12/31/2013,year,2013,4,Borough,Queens,97,
pedEDAA,12/31/2013,year,2013,307,UHF42,Gramercy Park - Murray Hill,97.5,
pedEDAA,12/31/2013,year,2013,405,UHF42,Ridgewood - Forest Hills,101,
pedEDAA,12/31/2013,year,2013,208,UHF42,Canarsie - Flatlands,101.4,
pedEDAA,12/31/2013,year,2013,407,UHF42,Southwest Queens,104.6,
pedEDAA,12/31/2013,year,2013,104,UHF42,Pelham - Throgs Neck,105.2,
pedEDAA,12/31/2013,year,2013,206,UHF42,Borough Park,105.4,
pedEDAA,12/31/2013,year,2013,401,UHF42,Long Island City - Astoria,106.8,
pedEDAA,12/31/2013,year,2013,310,UHF42,Lower Manhattan,107.4,
pedEDAA,12/31/2013,year,2013,402,UHF42,West Queens,109.1,
pedEDAA,12/31/2013,year,2013,210,UHF42,Coney Island - Sheepshead Bay,109.4,
pedEDAA,12/31/2013,year,2013,102,UHF42,Northeast Bronx,110.9,
pedEDAA,12/31/2013,year,2013,1,Citywide,New York City,112.3,
pedEDAA,12/31/2013,year,2013,408,UHF42,Jamaica,114.6,
pedEDAA,12/31/2013,year,2013,103,UHF42,Fordham - Bronx Pk,115.8,
pedEDAA,12/31/2013,year,2013,501,UHF42,Port Richmond,120.3,
pedEDAA,12/31/2013,year,2013,2,Borough,Brooklyn,120.5,
pedEDAA,12/31/2013,year,2013,211,UHF42,Williamsburg - Bushwick,120.8,
pedEDAA,12/31/2013,year,2013,1,Borough,Bronx,124.5,
pedEDAA,12/31/2013,year,2013,502,UHF42,Stapleton - St. George,129.2,
pedEDAA,12/31/2013,year,2013,106,UHF42,High Bridge - Morrisania,136.6,
pedEDAA,12/31/2013,year,2013,207,UHF42,East Flatbush - Flatbush,139.6,
pedEDAA,12/31/2013,year,2013,303,UHF42,East Harlem,142.3,
pedEDAA,12/31/2013,year,2013,205,UHF42,Sunset Park,154.3,
pedEDAA,12/31/2013,year,2013,107,UHF42,Hunts Point - Mott Haven,154.4,
pedEDAA,12/31/2013,year,2013,203,UHF42,Bedford Stuyvesant - Crown Heights,158.8,
pedEDAA,12/31/2013,year,2013,204,UHF42,East New York,165.1,
pedEDAA,12/31/2013,year,2013,105,UHF42,Crotona -Tremont,166.4,
pedEDAA,12/31/2014,year,2014,404,UHF42,Bayside - Little Neck,26.1,
pedEDAA,12/31/2014,year,2014,304,UHF42,Upper West Side,40.6,
pedEDAA,12/31/2014,year,2014,504,UHF42,South Beach - Tottenville,47.4,
pedEDAA,12/31/2014,year,2014,201,UHF42,Greenpoint,51.8,
pedEDAA,12/31/2014,year,2014,308,UHF42,Greenwich Village - SoHo,53.2,
pedEDAA,12/31/2014,year,2014,310,UHF42,Lower Manhattan,54,
pedEDAA,12/31/2014,year,2014,305,UHF42,Upper East Side,64.5,
pedEDAA,12/31/2014,year,2014,503,UHF42,Willowbrook,66.6,
pedEDAA,12/31/2014,year,2014,406,UHF42,Fresh Meadows,68.8,
pedEDAA,12/31/2014,year,2014,306,UHF42,Chelsea - Clinton,70.7,
pedEDAA,12/31/2014,year,2014,409,UHF42,Southeast Queens,71.8,
pedEDAA,12/31/2014,year,2014,5,Borough,Staten Island,72,
pedEDAA,12/31/2014,year,2014,3,Borough,Manhattan,78.9,
pedEDAA,12/31/2014,year,2014,405,UHF42,Ridgewood - Forest Hills,79,
pedEDAA,12/31/2014,year,2014,209,UHF42,Bensonhurst - Bay Ridge,80.1,
pedEDAA,12/31/2014,year,2014,202,UHF42,Downtown - Heights - Slope,80.2,
pedEDAA,12/31/2014,year,2014,403,UHF42,Flushing - Clearview,80.8,
pedEDAA,12/31/2014,year,2014,309,UHF42,Union Square - Lower East Side,82.6,
pedEDAA,12/31/2014,year,2014,301,UHF42,Washington Heights,87.7,
pedEDAA,12/31/2014,year,2014,502,UHF42,Stapleton - St. George,88.4,
pedEDAA,12/31/2014,year,2014,101,UHF42,Kingsbridge - Riverdale,90.1,
pedEDAA,12/31/2014,year,2014,4,Borough,Queens,92.4,
pedEDAA,12/31/2014,year,2014,401,UHF42,Long Island City - Astoria,92.4,
pedEDAA,12/31/2014,year,2014,302,UHF42,Central Harlem - Morningside Heights,95.4,
pedEDAA,12/31/2014,year,2014,407,UHF42,Southwest Queens,95.7,
pedEDAA,12/31/2014,year,2014,206,UHF42,Borough Park,95.8,
pedEDAA,12/31/2014,year,2014,210,UHF42,Coney Island - Sheepshead Bay,96.5,
pedEDAA,12/31/2014,year,2014,208,UHF42,Canarsie - Flatlands,98.6,
pedEDAA,12/31/2014,year,2014,104,UHF42,Pelham - Throgs Neck,99.9,
pedEDAA,12/31/2014,year,2014,307,UHF42,Gramercy Park - Murray Hill,100.5,
pedEDAA,12/31/2014,year,2014,102,UHF42,Northeast Bronx,102.1,
pedEDAA,12/31/2014,year,2014,1,Citywide,New York City,103.1,
pedEDAA,12/31/2014,year,2014,402,UHF42,West Queens,103.3,
pedEDAA,12/31/2014,year,2014,2,Borough,Brooklyn,105.3,
pedEDAA,12/31/2014,year,2014,205,UHF42,Sunset Park,112,
pedEDAA,12/31/2014,year,2014,410,UHF42,Rockaways,113.2,
pedEDAA,12/31/2014,year,2014,501,UHF42,Port Richmond,117.6,
pedEDAA,12/31/2014,year,2014,408,UHF42,Jamaica,119.3,
pedEDAA,12/31/2014,year,2014,1,Borough,Bronx,120,
pedEDAA,12/31/2014,year,2014,106,UHF42,High Bridge - Morrisania,121.6,
pedEDAA,12/31/2014,year,2014,207,UHF42,East Flatbush - Flatbush,126.9,
pedEDAA,12/31/2014,year,2014,203,UHF42,Bedford Stuyvesant - Crown Heights,131.7,
pedEDAA,12/31/2014,year,2014,211,UHF42,Williamsburg - Bushwick,133,
pedEDAA,12/31/2014,year,2014,204,UHF42,East New York,133.2,
pedEDAA,12/31/2014,year,2014,105,UHF42,Crotona -Tremont,137.3,
pedEDAA,12/31/2014,year,2014,103,UHF42,Fordham - Bronx Pk,137.9,
pedEDAA,12/31/2014,year,2014,303,UHF42,East Harlem,145.2,
pedEDAA,12/31/2014,year,2014,107,UHF42,Hunts Point - Mott Haven,150.8,
pedEDAA,12/31/2016,year,2016,3,Borough,Manhattan,65.1,
pedEDAA,12/31/2016,year,2016,5,Borough,Staten Island,85.7,
pedEDAA,12/31/2016,year,2016,1,Borough,Bronx,91.4,
pedEDAA,12/31/2016,year,2016,1,Citywide,New York City,95.1,
pedEDAA,12/31/2016,year,2016,2,Borough,Brooklyn,96.7,
pedEDAA,12/31/2016,year,2016,4,Borough,Queens,98,
poveACSP,12/31/2013,year,2009-13,504,UHF42,South Beach - Tottenville,6.28,
poveACSP,12/31/2013,year,2009-13,305,UHF42,Upper East Side,6.8,
poveACSP,12/31/2013,year,2009-13,409,UHF42,Southeast Queens,7.05,
poveACSP,12/31/2013,year,2009-13,404,UHF42,Bayside - Little Neck,8.49,
poveACSP,12/31/2013,year,2009-13,503,UHF42,Willowbrook,8.65,
poveACSP,12/31/2013,year,2009-13,307,UHF42,Gramercy Park - Murray Hill,9.21,
poveACSP,12/31/2013,year,2009-13,308,UHF42,Greenwich Village - SoHo,9.85,
poveACSP,12/31/2013,year,2009-13,310,UHF42,Lower Manhattan,10.92,
poveACSP,12/31/2013,year,2009-13,304,UHF42,Upper West Side,11.8,
poveACSP,12/31/2013,year,2009-13,5,Borough,Staten Island,11.85,
poveACSP,12/31/2013,year,2009-13,306,UHF42,Chelsea - Clinton,12.1,
poveACSP,12/31/2013,year,2009-13,208,UHF42,Canarsie - Flatlands,12.65,
poveACSP,12/31/2013,year,2009-13,405,UHF42,Ridgewood - Forest Hills,12.9,
poveACSP,12/31/2013,year,2009-13,407,UHF42,Southwest Queens,13.14,
poveACSP,12/31/2013,year,2009-13,403,UHF42,Flushing - Clearview,14.2,
poveACSP,12/31/2013,year,2009-13,4,Borough,Queens,14.96,
poveACSP,12/31/2013,year,2009-13,209,UHF42,Bensonhurst - Bay Ridge,15.04,
poveACSP,12/31/2013,year,2009-13,406,UHF42,Fresh Meadows,15.08,
poveACSP,12/31/2013,year,2009-13,102,UHF42,Northeast Bronx,15.42,
poveACSP,12/31/2013,year,2009-13,101,UHF42,Kingsbridge - Riverdale,15.63,
poveACSP,12/31/2013,year,2009-13,408,UHF42,Jamaica,16.05,
poveACSP,12/31/2013,year,2009-13,401,UHF42,Long Island City - Astoria,16.47,
poveACSP,12/31/2013,year,2009-13,202,UHF42,Downtown - Heights - Slope,16.93,
poveACSP,12/31/2013,year,2009-13,502,UHF42,Stapleton - St. George,17,
poveACSP,12/31/2013,year,2009-13,3,Borough,Manhattan,17.71,
poveACSP,12/31/2013,year,2009-13,207,UHF42,East Flatbush - Flatbush,18.55,
poveACSP,12/31/2013,year,2009-13,402,UHF42,West Queens,19.13,
poveACSP,12/31/2013,year,2009-13,210,UHF42,Coney Island - Sheepshead Bay,19.22,
poveACSP,12/31/2013,year,2009-13,1,Citywide,New York City,20.33,
poveACSP,12/31/2013,year,2009-13,410,UHF42,Rockaways,20.85,
poveACSP,12/31/2013,year,2009-13,309,UHF42,Union Square - Lower East Side,21.67,
poveACSP,12/31/2013,year,2009-13,501,UHF42,Port Richmond,22.77,
poveACSP,12/31/2013,year,2009-13,104,UHF42,Pelham - Throgs Neck,23.1,
poveACSP,12/31/2013,year,2009-13,2,Borough,Brooklyn,23.15,
poveACSP,12/31/2013,year,2009-13,206,UHF42,Borough Park,25.73,
poveACSP,12/31/2013,year,2009-13,301,UHF42,Washington Heights,26.09,
poveACSP,12/31/2013,year,2009-13,203,UHF42,Bedford Stuyvesant - Crown Heights,27.57,
poveACSP,12/31/2013,year,2009-13,201,UHF42,Greenpoint,28.03,
poveACSP,12/31/2013,year,2009-13,302,UHF42,Central Harlem - Morningside Heights,28.44,
poveACSP,12/31/2013,year,2009-13,1,Borough,Bronx,29.8,
poveACSP,12/31/2013,year,2009-13,205,UHF42,Sunset Park,30.25,
poveACSP,12/31/2013,year,2009-13,103,UHF42,Fordham - Bronx Pk,31.81,
poveACSP,12/31/2013,year,2009-13,303,UHF42,East Harlem,32.01,
poveACSP,12/31/2013,year,2009-13,211,UHF42,Williamsburg - Bushwick,32.41,
poveACSP,12/31/2013,year,2009-13,204,UHF42,East New York,33.17,
poveACSP,12/31/2013,year,2009-13,106,UHF42,High Bridge - Morrisania,38.54,
poveACSP,12/31/2013,year,2009-13,105,UHF42,Crotona -Tremont,40.76,
poveACSP,12/31/2013,year,2009-13,107,UHF42,Hunts Point - Mott Haven,41.69,
poveACSP,12/31/2014,other,2010-14,305,UHF42,Upper East Side,7.23,
poveACSP,12/31/2014,other,2010-14,504,UHF42,South Beach - Tottenville,7.39,
poveACSP,12/31/2014,other,2010-14,409,UHF42,Southeast Queens,7.56,
poveACSP,12/31/2014,other,2010-14,503,UHF42,Willowbrook,7.89,
poveACSP,12/31/2014,other,2010-14,404,UHF42,Bayside - Little Neck,8.16,
poveACSP,12/31/2014,other,2010-14,307,UHF42,Gramercy Park - Murray Hill,9.56,
poveACSP,12/31/2014,other,2010-14,308,UHF42,Greenwich Village - SoHo,9.87,
poveACSP,12/31/2014,other,2010-14,310,UHF42,Lower Manhattan,11.16,
poveACSP,12/31/2014,other,2010-14,304,UHF42,Upper West Side,11.62,
poveACSP,12/31/2014,other,2010-14,306,UHF42,Chelsea - Clinton,12.07,
poveACSP,12/31/2014,other,2010-14,5,Borough,Staten Island,12.33,
poveACSP,12/31/2014,other,2010-14,405,UHF42,Ridgewood - Forest Hills,13.1,
poveACSP,12/31/2014,other,2010-14,208,UHF42,Canarsie - Flatlands,13.26,
poveACSP,12/31/2014,other,2010-14,407,UHF42,Southwest Queens,14.31,
poveACSP,12/31/2014,other,2010-14,406,UHF42,Fresh Meadows,14.92,
poveACSP,12/31/2014,other,2010-14,403,UHF42,Flushing - Clearview,15.15,
poveACSP,12/31/2014,other,2010-14,4,Borough,Queens,15.29,
poveACSP,12/31/2014,other,2010-14,102,UHF42,Northeast Bronx,15.38,
poveACSP,12/31/2014,other,2010-14,408,UHF42,Jamaica,15.97,
poveACSP,12/31/2014,other,2010-14,209,UHF42,Bensonhurst - Bay Ridge,16.03,
poveACSP,12/31/2014,other,2010-14,101,UHF42,Kingsbridge - Riverdale,16.07,
poveACSP,12/31/2014,other,2010-14,202,UHF42,Downtown - Heights - Slope,16.38,
poveACSP,12/31/2014,other,2010-14,401,UHF42,Long Island City - Astoria,16.69,
poveACSP,12/31/2014,other,2010-14,502,UHF42,Stapleton - St. George,17.3,
poveACSP,12/31/2014,other,2010-14,3,Borough,Manhattan,17.74,
poveACSP,12/31/2014,other,2010-14,207,UHF42,East Flatbush - Flatbush,18.6,
poveACSP,12/31/2014,other,2010-14,402,UHF42,West Queens,19.24,
poveACSP,12/31/2014,other,2010-14,410,UHF42,Rockaways,20.19,
poveACSP,12/31/2014,other,2010-14,210,UHF42,Coney Island - Sheepshead Bay,20.42,
poveACSP,12/31/2014,other,2010-14,1,Citywide,New York City,20.64,
poveACSP,12/31/2014,other,2010-14,309,UHF42,Union Square - Lower East Side,20.9,
poveACSP,12/31/2014,other,2010-14,104,UHF42,Pelham - Throgs Neck,23.21,
poveACSP,12/31/2014,other,2010-14,2,Borough,Brooklyn,23.36,
poveACSP,12/31/2014,other,2010-14,501,UHF42,Port Richmond,23.52,
poveACSP,12/31/2014,other,2010-14,301,UHF42,Washington Heights,25.42,
poveACSP,12/31/2014,other,2010-14,201,UHF42,Greenpoint,26.5,
poveACSP,12/31/2014,other,2010-14,206,UHF42,Borough Park,26.92,
poveACSP,12/31/2014,other,2010-14,203,UHF42,Bedford Stuyvesant - Crown Heights,27.16,
poveACSP,12/31/2014,other,2010-14,302,UHF42,Central Harlem - Morningside Heights,29.76,
poveACSP,12/31/2014,other,2010-14,1,Borough,Bronx,30.47,
poveACSP,12/31/2014,other,2010-14,205,UHF42,Sunset Park,31.12,
poveACSP,12/31/2014,other,2010-14,211,UHF42,Williamsburg - Bushwick,31.51,
poveACSP,12/31/2014,other,2010-14,303,UHF42,East Harlem,32.87,
poveACSP,12/31/2014,other,2010-14,103,UHF42,Fordham - Bronx Pk,32.91,
poveACSP,12/31/2014,other,2010-14,204,UHF42,East New York,33.38,
poveACSP,12/31/2014,other,2010-14,106,UHF42,High Bridge - Morrisania,39.74,
poveACSP,12/31/2014,other,2010-14,105,UHF42,Crotona -Tremont,41.04,
poveACSP,12/31/2014,other,2010-14,107,UHF42,Hunts Point - Mott Haven,43.05,
poveACSP,12/31/2015,other,2011-15,305,UHF42,Upper East Side,6.61,
poveACSP,12/31/2015,other,2011-15,409,UHF42,Southeast Queens,7.24,
poveACSP,12/31/2015,other,2011-15,504,UHF42,South Beach - Tottenville,7.57,
poveACSP,12/31/2015,other,2011-15,404,UHF42,Bayside - Little Neck,8.36,
poveACSP,12/31/2015,other,2011-15,503,UHF42,Willowbrook,8.64,
poveACSP,12/31/2015,other,2011-15,308,UHF42,Greenwich Village - SoHo,9.28,
poveACSP,12/31/2015,other,2011-15,307,UHF42,Gramercy Park - Murray Hill,9.52,
poveACSP,12/31/2015,other,2011-15,310,UHF42,Lower Manhattan,10.66,
poveACSP,12/31/2015,other,2011-15,304,UHF42,Upper West Side,11.39,
poveACSP,12/31/2015,other,2011-15,306,UHF42,Chelsea - Clinton,12.43,
poveACSP,12/31/2015,other,2011-15,5,Borough,Staten Island,12.53,
poveACSP,12/31/2015,other,2011-15,405,UHF42,Ridgewood - Forest Hills,12.69,
poveACSP,12/31/2015,other,2011-15,208,UHF42,Canarsie - Flatlands,13.48,
poveACSP,12/31/2015,other,2011-15,406,UHF42,Fresh Meadows,13.75,
poveACSP,12/31/2015,other,2011-15,407,UHF42,Southwest Queens,14.63,
poveACSP,12/31/2015,other,2011-15,4,Borough,Queens,15.11,
poveACSP,12/31/2015,other,2011-15,102,UHF42,Northeast Bronx,15.31,
poveACSP,12/31/2015,other,2011-15,403,UHF42,Flushing - Clearview,15.36,
poveACSP,12/31/2015,other,2011-15,408,UHF42,Jamaica,15.53,
poveACSP,12/31/2015,other,2011-15,101,UHF42,Kingsbridge - Riverdale,15.91,
poveACSP,12/31/2015,other,2011-15,209,UHF42,Bensonhurst - Bay Ridge,16.14,
poveACSP,12/31/2015,other,2011-15,202,UHF42,Downtown - Heights - Slope,16.24,
poveACSP,12/31/2015,other,2011-15,401,UHF42,Long Island City - Astoria,16.78,
poveACSP,12/31/2015,other,2011-15,502,UHF42,Stapleton - St. George,17.72,
poveACSP,12/31/2015,other,2011-15,3,Borough,Manhattan,17.92,
poveACSP,12/31/2015,other,2011-15,207,UHF42,East Flatbush - Flatbush,18.13,
poveACSP,12/31/2015,other,2011-15,410,UHF42,Rockaways,19,
poveACSP,12/31/2015,other,2011-15,402,UHF42,West Queens,19.1,
poveACSP,12/31/2015,other,2011-15,210,UHF42,Coney Island - Sheepshead Bay,20.24,
poveACSP,12/31/2015,other,2011-15,1,Citywide,New York City,20.63,
poveACSP,12/31/2015,other,2011-15,501,UHF42,Port Richmond,22.73,
poveACSP,12/31/2015,other,2011-15,309,UHF42,Union Square - Lower East Side,22.8,
poveACSP,12/31/2015,other,2011-15,2,Borough,Brooklyn,23.21,
poveACSP,12/31/2015,other,2011-15,104,UHF42,Pelham - Throgs Neck,23.24,
poveACSP,12/31/2015,other,2011-15,301,UHF42,Washington Heights,25.57,
poveACSP,12/31/2015,other,2011-15,201,UHF42,Greenpoint,25.82,
poveACSP,12/31/2015,other,2011-15,206,UHF42,Borough Park,27.2,
poveACSP,12/31/2015,other,2011-15,203,UHF42,Bedford Stuyvesant - Crown Heights,27.25,
poveACSP,12/31/2015,other,2011-15,302,UHF42,Central Harlem - Morningside Heights,30,
poveACSP,12/31/2015,other,2011-15,1,Borough,Bronx,30.7,
poveACSP,12/31/2015,other,2011-15,204,UHF42,East New York,31.06,
poveACSP,12/31/2015,other,2011-15,211,UHF42,Williamsburg - Bushwick,31.7,
poveACSP,12/31/2015,other,2011-15,205,UHF42,Sunset Park,31.97,
poveACSP,12/31/2015,other,2011-15,103,UHF42,Fordham - Bronx Pk,33.1,
poveACSP,12/31/2015,other,2011-15,303,UHF42,East Harlem,33.26,
poveACSP,12/31/2015,other,2011-15,106,UHF42,High Bridge - Morrisania,40.17,
poveACSP,12/31/2015,other,2011-15,105,UHF42,Crotona -Tremont,41.58,
poveACSP,12/31/2015,other,2011-15,107,UHF42,Hunts Point - Mott Haven,43.09,
poveACSP,12/31/2016,other,2012-16,305,UHF42,Upper East Side,6.67,
poveACSP,12/31/2016,other,2012-16,409,UHF42,Southeast Queens,7.07,
poveACSP,12/31/2016,other,2012-16,504,UHF42,South Beach - Tottenville,7.73,
poveACSP,12/31/2016,other,2012-16,404,UHF42,Bayside - Little Neck,7.83,
poveACSP,12/31/2016,other,2012-16,308,UHF42,Greenwich Village - SoHo,8.8,
poveACSP,12/31/2016,other,2012-16,307,UHF42,Gramercy Park - Murray Hill,8.86,
poveACSP,12/31/2016,other,2012-16,503,UHF42,Willowbrook,9.39,
poveACSP,12/31/2016,other,2012-16,310,UHF42,Lower Manhattan,10.85,
poveACSP,12/31/2016,other,2012-16,304,UHF42,Upper West Side,11.23,
poveACSP,12/31/2016,other,2012-16,306,UHF42,Chelsea - Clinton,12.35,
poveACSP,12/31/2016,other,2012-16,405,UHF42,Ridgewood - Forest Hills,12.35,
poveACSP,12/31/2016,other,2012-16,208,UHF42,Canarsie - Flatlands,12.69,
poveACSP,12/31/2016,other,2012-16,5,Borough,Staten Island,12.94,
poveACSP,12/31/2016,other,2012-16,406,UHF42,Fresh Meadows,13.6,
poveACSP,12/31/2016,other,2012-16,407,UHF42,Southwest Queens,14.42,
poveACSP,12/31/2016,other,2012-16,4,Borough,Queens,14.63,
poveACSP,12/31/2016,other,2012-16,408,UHF42,Jamaica,14.81,
poveACSP,12/31/2016,other,2012-16,209,UHF42,Bensonhurst - Bay Ridge,15.43,
poveACSP,12/31/2016,other,2012-16,102,UHF42,Northeast Bronx,15.53,
