geo_join_id,neighborhood,data_value,message
404,Bayside - Little Neck,13.16,
203,Bedford Stuyvesant - Crown Heights,17.1,
209,Bensonhurst - Bay Ridge,14.81,
206,Borough Park,16,
208,Canarsie - Flatlands,13.76,
302,Central Harlem - Morningside Heights,18.99,
306,Chelsea - Clinton,23.87,
210,Coney Island - Sheepshead Bay,13.78,
105,Crotona -Tremont,18.5,
202,Downtown - Heights - Slope,18.26,
207,East Flatbush - Flatbush,16.07,
303,East Harlem,18.77,
204,East New York,15.74,
403,Flushing - Clearview,15.59,
103,Fordham - Bronx Pk,16.98,
406,Fresh Meadows,14.4,
307,Gramercy Park - Murray Hill,24.27,
201,Greenpoint,19.63,
308,Greenwich Village - SoHo,21.32,
106,High Bridge - Morrisania,18.92,
107,Hunts Point - Mott Haven,18.43,
408,Jamaica,14.24,
101,Kingsbridge - Riverdale,15.9,
401,Long Island City - Astoria,18.94,
310,Lower Manhattan,21.55,
102,Northeast Bronx,16.75,
104,Pelham - Throgs Neck,16.19,
501,Port Richmond,14.15,
405,Ridgewood - Forest Hills,15.74,
410,Rockaways,10.55,
504,South Beach - Tottenville,10.56,
409,Southeast Queens,13.02,
407,Southwest Queens,14.75,
502,Stapleton - St. George,12.56,
205,Sunset Park,16.77,
309,Union Square - Lower East Side,19.69,
305,Upper East Side,20.89,
304,Upper West Side,19.62,
301,Washington Heights,18.08,
402,West Queens,17.79,
211,Williamsburg - Bushwick,18.5,
503,Willowbrook,11.78,
