start_date,time,geo_join_id,neighborhood,data_value,message
2017-01-01,2017,101,Kingsbridge - Riverdale,88,
2017-01-01,2017,102,Northeast Bronx,54,
2017-01-01,2017,103,Fordham - Bronx Pk,98,
2017-01-01,2017,104,Pelham - Throgs Neck,78,
2017-01-01,2017,105,Crotona -Tremont,99,
2017-01-01,2017,106,High Bridge - Morrisania,98,
2017-01-01,2017,107,Hunts Point - Mott Haven,96,
2017-01-01,2017,201,Greenpoint,94,
2017-01-01,2017,202,Downtown - Heights - Slope,94,
2017-01-01,2017,203,Bedford Stuyvesant - Crown Heights,94,
2017-01-01,2017,204,East New York,84,
2017-01-01,2017,205,Sunset Park,87,
2017-01-01,2017,206,Borough Park,73,
2017-01-01,2017,207,East Flatbush - Flatbush,62,
2017-01-01,2017,208,Canarsie - Flatlands,76,
2017-01-01,2017,209,Bensonhurst - Bay Ridge,80,
2017-01-01,2017,210,Coney Island - Sheepshead Bay,78,
2017-01-01,2017,211,Williamsburg - Bushwick,93,
2017-01-01,2017,301,Washington Heights,100,
2017-01-01,2017,302,Central Harlem - Morningside Heights,99,
2017-01-01,2017,303,East Harlem,99,
2017-01-01,2017,304,Upper West Side,99,
2017-01-01,2017,305,Upper East Side,95,
2017-01-01,2017,306,Chelsea - Clinton,94,
2017-01-01,2017,307,Gramercy Park - Murray Hill,91,
2017-01-01,2017,308,Greenwich Village - SoHo,99,
2017-01-01,2017,309,Union Square - Lower East Side,100,
2017-01-01,2017,310,Lower Manhattan,99,
2017-01-01,2017,401,Long Island City - Astoria,66,
2017-01-01,2017,402,West Queens,72,
2017-01-01,2017,403,Flushing - Clearview,77,
2017-01-01,2017,404,Bayside - Little Neck,74,
2017-01-01,2017,405,Ridgewood - Forest Hills,71,
2017-01-01,2017,406,Fresh Meadows,62,
2017-01-01,2017,407,Southwest Queens,65,
2017-01-01,2017,408,Jamaica,74,
2017-01-01,2017,409,Southeast Queens,40,
2017-01-01,2017,410,Rockaways,84,
2017-01-01,2017,501,Port Richmond,55,
2017-01-01,2017,502,Stapleton - St. George,73,
2017-01-01,2017,503,Willowbrook,56,
2017-01-01,2017,504,South Beach - Tottenville,60,
