geo_join_id,neighborhood,data_value,message
404,Bayside - Little Neck,31.9,
203,Bedford Stuyvesant - Crown Heights,25.6,
209,Bensonhurst - Bay Ridge,24.2,
206,Borough Park,24.9,
208,Canarsie - Flatlands,17.5,
302,Central Harlem - Morningside Heights,38,
306,Chelsea - Clinton,40.9,
210,Coney Island - Sheepshead Bay,18.4,
105,Crotona -Tremont,32.2,
202,Downtown - Heights - Slope,36.3,
207,East Flatbush - Flatbush,20.2,
303,East Harlem,57,
204,East New York,18.5,
403,Flushing - Clearview,19.8,
103,Fordham - Bronx Pk,20.6,
406,Fresh Meadows,34.1,
307,Gramercy Park - Murray Hill,64.7,
201,Greenpoint,25.9,
308,Greenwich Village - SoHo,47.1,
106,High Bridge - Morrisania,27.9,
107,Hunts Point - Mott Haven,18.6,
408,Jamaica,20,
101,Kingsbridge - Riverdale,26.3,
401,Long Island City - Astoria,23.5,
310,Lower Manhattan,34.1,
102,Northeast Bronx,15.5,
104,Pelham - Throgs Neck,21.9,
501,Port Richmond,6.4,
405,Ridgewood - Forest Hills,26.6,
410,Rockaways,6.5,
504,South Beach - Tottenville,6.4,
409,Southeast Queens,27.3,
407,Southwest Queens,23.8,
502,Stapleton - St. George,12.5,
205,Sunset Park,24.1,
309,Union Square - Lower East Side,43.4,
305,Upper East Side,49.2,
304,Upper West Side,46.5,
301,Washington Heights,44.1,
402,West Queens,41.8,
211,Williamsburg - Bushwick,16.5,
503,Willowbrook,12.6,
