geo_join_id,neighborhood,data_value,message
404,Bayside - Little Neck,77.1,
203,Bedford Stuyvesant - Crown Heights,69,
209,Bensonhurst - Bay Ridge,76.1,
206,Borough Park,59,
208,Canarsie - Flatlands,61,Estimate is based on small numbers so should be interpreted with caution.
302,Central Harlem - Morningside Heights,72.6,
306,Chelsea - Clinton,85.6,
210,Coney Island - Sheepshead Bay,65.8,
105,Crotona -Tremont,73.1,
202,Downtown - Heights - Slope,78.3,
207,East Flatbush - Flatbush,70.9,
303,East Harlem,75.6,
204,East New York,62.4,Estimate is based on small numbers so should be interpreted with caution.
403,Flushing - Clearview,60.7,Estimate is based on small numbers so should be interpreted with caution.
103,Fordham - Bronx Pk,70,
406,Fresh Meadows,77.1,
307,Gramercy Park - Murray Hill,85.4,
201,Greenpoint,69.9,Estimate is based on small numbers so should be interpreted with caution.
308,Greenwich Village - SoHo,85.6,
106,High Bridge - Morrisania,73.1,
107,Hunts Point - Mott Haven,73.1,
408,Jamaica,80.6,
101,Kingsbridge - Riverdale,75.3,Estimate is based on small numbers so should be interpreted with caution.
401,Long Island City - Astoria,70.6,
310,Lower Manhattan,76.4,
102,Northeast Bronx,69.7,
104,Pelham - Throgs Neck,68.1,
501,Port Richmond,67.1,Estimate is based on small numbers so should be interpreted with caution.
405,Ridgewood - Forest Hills,70.3,
410,Rockaways,82.4,Estimate is based on small numbers so should be interpreted with caution.
504,South Beach - Tottenville,77.1,
409,Southeast Queens,72.1,Estimate is based on small numbers so should be interpreted with caution.
407,Southwest Queens,67.7,
502,Stapleton - St. George,67.1,Estimate is based on small numbers so should be interpreted with caution.
205,Sunset Park,65.1,
309,Union Square - Lower East Side,76.4,
305,Upper East Side,85.4,
304,Upper West Side,81.1,
301,Washington Heights,69.4,
402,West Queens,65.2,
211,Williamsburg - Bushwick,67.7,
503,Willowbrook,77.1,
