start_date,time,geo_join_id,neighborhood,data_value,message
2013-01-01,2013,101,Kingsbridge - Riverdale,19,
2013-01-01,2013,102,Northeast Bronx,24.5,
2013-01-01,2013,103,Fordham - Bronx Pk,0,
2013-01-01,2013,104,Pelham - Throgs Neck,80.5,
2013-01-01,2013,105,Crotona -Tremont,14.5,
2013-01-01,2013,106,High Bridge - Morrisania,38.7,
2013-01-01,2013,107,Hunts Point - Mott Haven,70.5,
2013-01-01,2013,201,Greenpoint,76.8,
2013-01-01,2013,202,Downtown - Heights - Slope,49.4,
2013-01-01,2013,203,Bedford Stuyvesant - Crown Heights,16.6,
2013-01-01,2013,204,East New York,59.6,
2013-01-01,2013,205,Sunset Park,33.5,
2013-01-01,2013,206,Borough Park,13.2,
2013-01-01,2013,207,East Flatbush - Flatbush,44.9,
2013-01-01,2013,208,Canarsie - Flatlands,90.8,
2013-01-01,2013,209,Bensonhurst - Bay Ridge,52.7,
2013-01-01,2013,210,Coney Island - Sheepshead Bay,98.1,
2013-01-01,2013,211,Williamsburg - Bushwick,33,
2013-01-01,2013,301,Washington Heights,27.1,
2013-01-01,2013,302,Central Harlem - Morningside Heights,64.3,
2013-01-01,2013,303,East Harlem,94.5,
2013-01-01,2013,304,Upper West Side,12.7,
2013-01-01,2013,305,Upper East Side,29.6,
2013-01-01,2013,306,Chelsea - Clinton,52.8,
2013-01-01,2013,307,Gramercy Park - Murray Hill,34.2,
2013-01-01,2013,308,Greenwich Village - SoHo,82.2,
2013-01-01,2013,309,Union Square - Lower East Side,65.1,
2013-01-01,2013,310,Lower Manhattan,95,
2013-01-01,2013,401,Long Island City - Astoria,48.9,
2013-01-01,2013,402,West Queens,35.5,
2013-01-01,2013,403,Flushing - Clearview,38.5,
2013-01-01,2013,404,Bayside - Little Neck,10.4,
2013-01-01,2013,405,Ridgewood - Forest Hills,5.5,
2013-01-01,2013,406,Fresh Meadows,10.5,
2013-01-01,2013,407,Southwest Queens,52.2,
2013-01-01,2013,408,Jamaica,61.6,
2013-01-01,2013,409,Southeast Queens,34,
2013-01-01,2013,410,Rockaways,95.1,
2013-01-01,2013,501,Port Richmond,62,
2013-01-01,2013,502,Stapleton - St. George,25.9,
2013-01-01,2013,503,Willowbrook,46.8,
2013-01-01,2013,504,South Beach - Tottenville,47.7,
