start_date,time,geo_join_id,neighborhood,data_value,message
2009-01-01,2009-2011,101,Kingsbridge - Riverdale,22.3,
2015-01-01,2015-2017,101,Kingsbridge - Riverdale,15.1,
2005-01-01,2005-2007,101,Kingsbridge - Riverdale,19.4,
2012-01-02,2012-2014,101,Kingsbridge - Riverdale,22.7,
2012-01-02,2012-2014,102,Northeast Bronx,42.4,
2005-01-01,2005-2007,102,Northeast Bronx,28.1,
2009-01-01,2009-2011,102,Northeast Bronx,32.2,
2015-01-01,2015-2017,102,Northeast Bronx,33.3,
2005-01-01,2005-2007,103,Fordham - Bronx Pk,34.5,
2009-01-01,2009-2011,103,Fordham - Bronx Pk,43.6,
2015-01-01,2015-2017,103,Fordham - Bronx Pk,39.1,
2012-01-02,2012-2014,103,Fordham - Bronx Pk,51,
2012-01-02,2012-2014,104,Pelham - Throgs Neck,36.5,
2015-01-01,2015-2017,104,Pelham - Throgs Neck,28.7,
2005-01-01,2005-2007,104,Pelham - Throgs Neck,28,
2009-01-01,2009-2011,104,Pelham - Throgs Neck,34.2,
2015-01-01,2015-2017,105,Crotona -Tremont,32.5,
2009-01-01,2009-2011,105,Crotona -Tremont,39.6,
2005-01-01,2005-2007,105,Crotona -Tremont,36,
2012-01-02,2012-2014,105,Crotona -Tremont,44.8,
2012-01-02,2012-2014,106,High Bridge - Morrisania,48.7,
2015-01-01,2015-2017,106,High Bridge - Morrisania,39.4,
2005-01-01,2005-2007,106,High Bridge - Morrisania,35.1,
2009-01-01,2009-2011,106,High Bridge - Morrisania,38.2,
2015-01-01,2015-2017,107,Hunts Point - Mott Haven,40.7,
2012-01-02,2012-2014,107,Hunts Point - Mott Haven,57.8,
2005-01-01,2005-2007,107,Hunts Point - Mott Haven,35.9,
2009-01-01,2009-2011,107,Hunts Point - Mott Haven,43.6,
2015-01-01,2015-2017,201,Greenpoint,4.8,
2009-01-01,2009-2011,201,Greenpoint,10.3,
2012-01-02,2012-2014,201,Greenpoint,6.4,
2005-01-01,2005-2007,201,Greenpoint,9.5,
2005-01-01,2005-2007,202,Downtown - Heights - Slope,16.5,
2012-01-02,2012-2014,202,Downtown - Heights - Slope,17.1,
2009-01-01,2009-2011,202,Downtown - Heights - Slope,20.5,
2015-01-01,2015-2017,202,Downtown - Heights - Slope,12.5,
2009-01-01,2009-2011,203,Bedford Stuyvesant - Crown Heights,40.2,
2015-01-01,2015-2017,203,Bedford Stuyvesant - Crown Heights,33.9,
2005-01-01,2005-2007,203,Bedford Stuyvesant - Crown Heights,37.9,
2012-01-02,2012-2014,203,Bedford Stuyvesant - Crown Heights,44.8,
2005-01-01,2005-2007,204,East New York,31.4,
2009-01-01,2009-2011,204,East New York,29.8,
2012-01-02,2012-2014,204,East New York,36.1,
2015-01-01,2015-2017,204,East New York,34.4,
2015-01-01,2015-2017,205,Sunset Park,6.3,
2005-01-01,2005-2007,205,Sunset Park,8.8,
2009-01-01,2009-2011,205,Sunset Park,10.8,
2012-01-02,2012-2014,205,Sunset Park,11.6,
2005-01-01,2005-2007,206,Borough Park,3.9,
2012-01-02,2012-2014,206,Borough Park,3.5,
2009-01-01,2009-2011,206,Borough Park,5.1,
2015-01-01,2015-2017,206,Borough Park,3,
2005-01-01,2005-2007,207,East Flatbush - Flatbush,27.6,
2009-01-01,2009-2011,207,East Flatbush - Flatbush,26.9,
2012-01-02,2012-2014,207,East Flatbush - Flatbush,36.6,
2015-01-01,2015-2017,207,East Flatbush - Flatbush,27.6,
2005-01-01,2005-2007,208,Canarsie - Flatlands,17.6,
2015-01-01,2015-2017,208,Canarsie - Flatlands,19.8,
2009-01-01,2009-2011,208,Canarsie - Flatlands,21.5,
2012-01-02,2012-2014,208,Canarsie - Flatlands,22.5,
2009-01-01,2009-2011,209,Bensonhurst - Bay Ridge,5,
2012-01-02,2012-2014,209,Bensonhurst - Bay Ridge,4.7,
2005-01-01,2005-2007,209,Bensonhurst - Bay Ridge,4.3,
2015-01-01,2015-2017,209,Bensonhurst - Bay Ridge,4.7,
2005-01-01,2005-2007,210,Coney Island - Sheepshead Bay,7.5,
2009-01-01,2009-2011,210,Coney Island - Sheepshead Bay,8.1,
2012-01-02,2012-2014,210,Coney Island - Sheepshead Bay,7.3,
2015-01-01,2015-2017,210,Coney Island - Sheepshead Bay,6.7,
2009-01-01,2009-2011,211,Williamsburg - Bushwick,41.2,
2015-01-01,2015-2017,211,Williamsburg - Bushwick,20.5,
2005-01-01,2005-2007,211,Williamsburg - Bushwick,40.1,
2012-01-02,2012-2014,211,Williamsburg - Bushwick,33.4,
2005-01-01,2005-2007,301,Washington Heights,12.9,
2015-01-01,2015-2017,301,Washington Heights,19.7,
2009-01-01,2009-2011,301,Washington Heights,18.3,
2012-01-02,2012-2014,301,Washington Heights,19.1,
2012-01-02,2012-2014,302,Central Harlem - Morningside Heights,46.2,
2015-01-01,2015-2017,302,Central Harlem - Morningside Heights,39.2,
2005-01-01,2005-2007,302,Central Harlem - Morningside Heights,41.7,
2009-01-01,2009-2011,302,Central Harlem - Morningside Heights,38.1,
2009-01-01,2009-2011,303,East Harlem,42.3,
2012-01-02,2012-2014,303,East Harlem,47.3,
2015-01-01,2015-2017,303,East Harlem,36.9,
2005-01-01,2005-2007,303,East Harlem,43.1,
2015-01-01,2015-2017,304,Upper West Side,6.6,
2009-01-01,2009-2011,304,Upper West Side,11.5,
2005-01-01,2005-2007,304,Upper West Side,10.6,
2012-01-02,2012-2014,304,Upper West Side,9.1,
2015-01-01,2015-2017,305,Upper East Side,5.6,
2005-01-01,2005-2007,305,Upper East Side,6.5,
2009-01-01,2009-2011,305,Upper East Side,9.4,
2012-01-02,2012-2014,305,Upper East Side,7.6,
2015-01-01,2015-2017,306,Chelsea - Clinton,9.4,
2005-01-01,2005-2007,306,Chelsea - Clinton,19,
2009-01-01,2009-2011,306,Chelsea - Clinton,14.1,
2012-01-02,2012-2014,306,Chelsea - Clinton,13.3,
2015-01-01,2015-2017,307,Gramercy Park - Murray Hill,9,
2009-01-01,2009-2011,307,Gramercy Park - Murray Hill,10.6,
2012-01-02,2012-2014,307,Gramercy Park - Murray Hill,9,
2005-01-01,2005-2007,307,Gramercy Park - Murray Hill,9.1,
2005-01-01,2005-2007,308,Greenwich Village - SoHo,6.3,
2009-01-01,2009-2011,308,Greenwich Village - SoHo,6.2,
2012-01-02,2012-2014,308,Greenwich Village - SoHo,5.4,
2015-01-01,2015-2017,308,Greenwich Village - SoHo,1.5,
2012-01-02,2012-2014,309,Union Square - Lower East Side,14.1,
2015-01-01,2015-2017,309,Union Square - Lower East Side,15.5,
2005-01-01,2005-2007,309,Union Square - Lower East Side,16.1,
2009-01-01,2009-2011,309,Union Square - Lower East Side,14.2,
2015-01-01,2015-2017,310,Lower Manhattan,5.8,
2012-01-02,2012-2014,310,Lower Manhattan,6.2,
2005-01-01,2005-2007,310,Lower Manhattan,8.1,
2009-01-01,2009-2011,310,Lower Manhattan,9.5,
2012-01-02,2012-2014,401,Long Island City - Astoria,11.2,
2005-01-01,2005-2007,401,Long Island City - Astoria,10.8,
2015-01-01,2015-2017,401,Long Island City - Astoria,6.4,
2009-01-01,2009-2011,401,Long Island City - Astoria,13.2,
2012-01-02,2012-2014,402,West Queens,11,
2015-01-01,2015-2017,402,West Queens,9,
2005-01-01,2005-2007,402,West Queens,11.7,
2009-01-01,2009-2011,402,West Queens,9.2,
2009-01-01,2009-2011,403,Flushing - Clearview,11.2,
2012-01-02,2012-2014,403,Flushing - Clearview,8.8,
2005-01-01,2005-2007,403,Flushing - Clearview,11.1,
2015-01-01,2015-2017,403,Flushing - Clearview,8.5,
2005-01-01,2005-2007,404,Bayside - Little Neck,7.5,
2009-01-01,2009-2011,404,Bayside - Little Neck,8.5,
2012-01-02,2012-2014,404,Bayside - Little Neck,8.3,
2015-01-01,2015-2017,404,Bayside - Little Neck,4.4,
2012-01-02,2012-2014,405,Ridgewood - Forest Hills,14.6,
2009-01-01,2009-2011,405,Ridgewood - Forest Hills,16,
2015-01-01,2015-2017,405,Ridgewood - Forest Hills,10,
2005-01-01,2005-2007,405,Ridgewood - Forest Hills,17.5,
2005-01-01,2005-2007,406,Fresh Meadows,12.2,
2009-01-01,2009-2011,406,Fresh Meadows,13.6,
2012-01-02,2012-2014,406,Fresh Meadows,11.9,
2015-01-01,2015-2017,406,Fresh Meadows,13.8,
2005-01-01,2005-2007,407,Southwest Queens,14,
2012-01-02,2012-2014,407,Southwest Queens,18.1,
2015-01-01,2015-2017,407,Southwest Queens,11.3,
2009-01-01,2009-2011,407,Southwest Queens,18.6,
2009-01-01,2009-2011,408,Jamaica,28.3,
2005-01-01,2005-2007,408,Jamaica,23.4,
2015-01-01,2015-2017,408,Jamaica,18,
2012-01-02,2012-2014,408,Jamaica,23.7,
2005-01-01,2005-2007,409,Southeast Queens,19.7,
2009-01-01,2009-2011,409,Southeast Queens,26.2,
2012-01-02,2012-2014,409,Southeast Queens,24.7,
2015-01-01,2015-2017,409,Southeast Queens,16.1,
2012-01-02,2012-2014,410,Rockaways,18,
2015-01-01,2015-2017,410,Rockaways,11,
2005-01-01,2005-2007,410,Rockaways,38.1,
2009-01-01,2009-2011,410,Rockaways,23.6,
2015-01-01,2015-2017,501,Port Richmond,24.7,
2009-01-01,2009-2011,501,Port Richmond,21.2,
2012-01-02,2012-2014,501,Port Richmond,22.3,
2005-01-01,2005-2007,501,Port Richmond,20.4,
2012-01-02,2012-2014,502,Stapleton - St. George,17.3,
2015-01-01,2015-2017,502,Stapleton - St. George,15,
2009-01-01,2009-2011,502,Stapleton - St. George,16,
2005-01-01,2005-2007,502,Stapleton - St. George,13.1,
2012-01-02,2012-2014,503,Willowbrook,7.1,
2015-01-01,2015-2017,503,Willowbrook,5.6,
2005-01-01,2005-2007,503,Willowbrook,11.1,
2009-01-01,2009-2011,503,Willowbrook,10,
2005-01-01,2005-2007,504,South Beach - Tottenville,5.4,
2009-01-01,2009-2011,504,South Beach - Tottenville,7.2,
2015-01-01,2015-2017,504,South Beach - Tottenville,5.1,
2012-01-02,2012-2014,504,South Beach - Tottenville,6.4,
