start_date,time,geo_join_id,neighborhood,data_value,message
2017-01-01,2017,101,Kingsbridge - Riverdale,89,
2014-01-01,2014,101,Kingsbridge - Riverdale,90.6,
2017-01-01,2017,102,Northeast Bronx,87.1,Estimate is based on small numbers so should be interpreted with caution.
2014-01-01,2014,102,Northeast Bronx,88,
2017-01-01,2017,103,Fordham - Bronx Pk,85.7,
2014-01-01,2014,103,Fordham - Bronx Pk,83.9,
2014-01-01,2014,104,Pelham - Throgs Neck,84.9,
2017-01-01,2017,104,Pelham - Throgs Neck,90.2,Estimate is based on small numbers so should be interpreted with caution.
2017-01-01,2017,105,Crotona -Tremont,79.1,
2014-01-01,2014,105,Crotona -Tremont,79.2,
2014-01-01,2014,106,High Bridge - Morrisania,78.9,
2017-01-01,2017,106,High Bridge - Morrisania,82.4,
2014-01-01,2014,107,Hunts Point - Mott Haven,74.3,
2017-01-01,2017,107,Hunts Point - Mott Haven,83.3,
2017-01-01,2017,201,Greenpoint,93.4,
2014-01-01,2014,201,Greenpoint,85.8,
2014-01-01,2014,202,Downtown - Heights - Slope,86.2,
2017-01-01,2017,202,Downtown - Heights - Slope,91.1,Estimate is based on small numbers so should be interpreted with caution.
2014-01-01,2014,203,Bedford Stuyvesant - Crown Heights,76.4,
2017-01-01,2017,203,Bedford Stuyvesant - Crown Heights,86.2,
2014-01-01,2014,204,East New York,79.6,
2017-01-01,2017,204,East New York,87.5,
2014-01-01,2014,205,Sunset Park,85.4,
2017-01-01,2017,205,Sunset Park,93.1,Estimate is based on small numbers so should be interpreted with caution.
2014-01-01,2014,206,Borough Park,87.8,
2017-01-01,2017,206,Borough Park,91.5,Estimate is based on small numbers so should be interpreted with caution.
2017-01-01,2017,207,East Flatbush - Flatbush,89.6,Estimate is based on small numbers so should be interpreted with caution.
2014-01-01,2014,207,East Flatbush - Flatbush,82.8,
2014-01-01,2014,208,Canarsie - Flatlands,85.3,
2017-01-01,2017,208,Canarsie - Flatlands,91.9,Estimate is based on small numbers so should be interpreted with caution.
2017-01-01,2017,209,Bensonhurst - Bay Ridge,92.6,
2014-01-01,2014,209,Bensonhurst - Bay Ridge,91.2,
2017-01-01,2017,210,Coney Island - Sheepshead Bay,91.5,Estimate is based on small numbers so should be interpreted with caution.
2014-01-01,2014,210,Coney Island - Sheepshead Bay,92,
2017-01-01,2017,211,Williamsburg - Bushwick,89,
2014-01-01,2014,211,Williamsburg - Bushwick,78.7,
2017-01-01,2017,301,Washington Heights,91.2,
2014-01-01,2014,301,Washington Heights,89.2,
2017-01-01,2017,302,Central Harlem - Morningside Heights,83.5,
2014-01-01,2014,302,Central Harlem - Morningside Heights,86.7,
2014-01-01,2014,303,East Harlem,87.6,
2017-01-01,2017,303,East Harlem,85,
2014-01-01,2014,304,Upper West Side,93.1,
2017-01-01,2017,304,Upper West Side,91.7,
2014-01-01,2014,305,Upper East Side,97.2,
2017-01-01,2017,305,Upper East Side,96.3,Estimate is based on small numbers so should be interpreted with caution.
2014-01-01,2014,306,Chelsea - Clinton,94.7,Estimate is based on small numbers so should be interpreted with caution.
2017-01-01,2017,306,Chelsea - Clinton,97.5,Estimate is based on small numbers so should be interpreted with caution.
2014-01-01,2014,307,Gramercy Park - Murray Hill,95.2,
2017-01-01,2017,307,Gramercy Park - Murray Hill,94.3,Estimate is based on small numbers so should be interpreted with caution.
2014-01-01,2014,308,Greenwich Village - SoHo,96,Estimate is based on small numbers so should be interpreted with caution.
2017-01-01,2017,308,Greenwich Village - SoHo,97.8,Estimate is based on small numbers so should be interpreted with caution.
2017-01-01,2017,309,Union Square - Lower East Side,92.3,Estimate is based on small numbers so should be interpreted with caution.
2014-01-01,2014,309,Union Square - Lower East Side,90.7,Estimate is based on small numbers so should be interpreted with caution.
2014-01-01,2014,310,Lower Manhattan,95.6,Estimate is based on small numbers so should be interpreted with caution.
2017-01-01,2017,310,Lower Manhattan,97.5,Estimate is based on small numbers so should be interpreted with caution.
2014-01-01,2014,401,Long Island City - Astoria,92.5,
2017-01-01,2017,401,Long Island City - Astoria,92.5,
2014-01-01,2014,402,West Queens,91.9,Estimate is based on small numbers so should be interpreted with caution.
2017-01-01,2017,402,West Queens,94.3,Estimate is based on small numbers so should be interpreted with caution.
2014-01-01,2014,403,Flushing - Clearview,92.9,Estimate is based on small numbers so should be interpreted with caution.
2017-01-01,2017,403,Flushing - Clearview,94.1,Estimate is based on small numbers so should be interpreted with caution.
2017-01-01,2017,404,Bayside - Little Neck,93.7,Estimate is based on small numbers so should be interpreted with caution.
2014-01-01,2014,404,Bayside - Little Neck,98.6,Estimate is based on small numbers so should be interpreted with caution.
2014-01-01,2014,405,Ridgewood - Forest Hills,95.8,Estimate is based on small numbers so should be interpreted with caution.
2017-01-01,2017,405,Ridgewood - Forest Hills,94,Estimate is based on small numbers so should be interpreted with caution.
2014-01-01,2014,406,Fresh Meadows,94.3,Estimate is based on small numbers so should be interpreted with caution.
2017-01-01,2017,406,Fresh Meadows,94.8,Estimate is based on small numbers so should be interpreted with caution.
2014-01-01,2014,407,Southwest Queens,91.2,
2017-01-01,2017,407,Southwest Queens,93,Estimate is based on small numbers so should be interpreted with caution.
2017-01-01,2017,408,Jamaica,87,Estimate is based on small numbers so should be interpreted with caution.
2014-01-01,2014,408,Jamaica,88.6,
2017-01-01,2017,409,Southeast Queens,92.5,Estimate is based on small numbers so should be interpreted with caution.
2014-01-01,2014,409,Southeast Queens,92.8,Estimate is based on small numbers so should be interpreted with caution.
2014-01-01,2014,410,Rockaways,81.6,
2017-01-01,2017,410,Rockaways,83.2,
2014-01-01,2014,501,Port Richmond,86.7,
2017-01-01,2017,501,Port Richmond,90.7,
2014-01-01,2014,502,Stapleton - St. George,90,Estimate is based on small numbers so should be interpreted with caution.
2017-01-01,2017,502,Stapleton - St. George,93.3,Estimate is based on small numbers so should be interpreted with caution.
2014-01-01,2014,503,Willowbrook,93.2,Estimate is based on small numbers so should be interpreted with caution.
2017-01-01,2017,503,Willowbrook,96,Estimate is based on small numbers so should be interpreted with caution.
2014-01-01,2014,504,South Beach - Tottenville,98.8,Estimate is based on small numbers so should be interpreted with caution.
2017-01-01,2017,504,South Beach - Tottenville,97,Estimate is based on small numbers so should be interpreted with caution.
