report_id	indicator_id	data_field_name	end_date	time_type	time	geo_entity_id	geo_join_id	geo_type	neighborhood	data_value	note
82	502	obesityP	12/31/2013	year	2013	1	1	Citywide	New York City	56.2	
82	502	obesityP	12/31/2013	year	2013	204	204	UHF42	East New York	57.3	
82	502	obesityP	12/31/2013	year	2013	409	409	UHF42	Southeast Queens	57.7	
82	502	obesityP	12/31/2013	year	2013	209	208	UHF42	Bensonhurst - Bay Ridge	59.4	Estimate is based on small numbers so should be interpreted with caution.
82	502	obesityP	12/31/2013	year	2013	203	203	UHF42	Bedford Stuyvesant - Crown Heights	60.2	
82	502	obesityP	12/31/2013	year	2013	408	408	UHF42	Jamaica	60.4	
82	502	obesityP	12/31/2013	year	2013	211	211	UHF42	Williamsburg - Bushwick	61	
82	502	obesityP	12/31/2013	year	2013	502	502	UHF42	Stapleton - St. George	61.1	Estimate is based on small numbers so should be interpreted with caution.
82	502	obesityP	12/31/2013	year	2013	210	210	UHF42	Coney Island - Sheepshead Bay	61.6	
82	502	obesityP	12/31/2013	year	2013	101	101	UHF42	Kingsbridge - Riverdale	62.1	Estimate is based on small numbers so should be interpreted with caution.
82	502	obesityP	12/31/2013	year	2013	501	501	UHF42	Port Richmond	63.8	Estimate is based on small numbers so should be interpreted with caution.
82	502	obesityP	12/31/2013	year	2013	5	5	Borough	Staten Island	64.2	
82	502	obesityP	12/31/2013	year	2013	107	107	UHF42	Hunts Point - Mott Haven	65.8	
82	502	obesityP	12/31/2013	year	2013	407	407	UHF42	Southwest Queens	66.4	
82	502	obesityP	12/31/2013	year	2013	303	303	UHF42	East Harlem	67.1	
82	502	obesityP	12/31/2013	year	2013	301	301	UHF42	Washington Heights	67.6	
82	502	obesityP	12/31/2013	year	2013	410	410	UHF42	Rockaways	67.8	Estimate is based on small numbers so should be interpreted with caution.
82	502	obesityP	12/31/2013	year	2013	208	208	UHF42	Canarsie - Flatlands	67.9	Estimate is based on small numbers so should be interpreted with caution.
82	502	obesityP	12/31/2013	year	2013	1	1	Borough	Bronx	68.9	
82	502	obesityP	12/31/2013	year	2013	104	104	UHF42	Pelham - Throgs Neck	69.2	
82	502	obesityP	12/31/2013	year	2013	103	103	UHF42	Fordham - Bronx Pk	69.5	
82	502	obesityP	12/31/2013	year	2013	105	105	UHF42	Crotona -Tremont	69.5	
82	502	obesityP	12/31/2013	year	2013	102	102	UHF42	Northeast Bronx	70.7	
82	502	obesityP	12/31/2013	year	2013	504	504	UHF42	South Beach - Tottenville	70.9	
82	502	obesityP	12/31/2013	year	2013	106	106	UHF42	High Bridge - Morrisania	73.2	
82	502	obesityP	12/31/2014	year	2014	201	201	UHF42	Greenpoint	36.7	Estimate is based on small numbers so should be interpreted with caution.
82	502	obesityP	12/31/2014	year	2014	306	306	UHF42	Chelsea - Clinton	38.9	
82	502	obesityP	12/31/2014	year	2014	308	308	UHF42	Greenwich Village - SoHo	38.9	
82	502	obesityP	12/31/2014	year	2014	309	309	UHF42	Union Square - Lower East Side	40	
82	502	obesityP	12/31/2014	year	2014	310	310	UHF42	Lower Manhattan	40	
82	502	obesityP	12/31/2014	year	2014	307	307	UHF42	Gramercy Park - Murray Hill	41.5	
82	502	obesityP	12/31/2014	year	2014	305	305	UHF42	Upper East Side	41.5	
82	502	obesityP	12/31/2014	year	2014	202	202	UHF42	Downtown - Heights - Slope	47.2	
82	502	obesityP	12/31/2014	year	2014	3	3	Borough	Manhattan	47.5	
82	502	obesityP	12/31/2014	year	2014	304	304	UHF42	Upper West Side	49.8	
82	502	obesityP	12/31/2014	year	2014	206	206	UHF42	Borough Park	50.3	
82	502	obesityP	12/31/2014	year	2014	403	403	UHF42	Flushing - Clearview	51.1	
82	502	obesityP	12/31/2014	year	2014	405	405	UHF42	Ridgewood - Forest Hills	53.3	
82	502	obesityP	12/31/2014	year	2014	409	409	UHF42	Southeast Queens	53.4	
82	502	obesityP	12/31/2014	year	2014	205	205	UHF42	Sunset Park	53.4	
82	502	obesityP	12/31/2014	year	2014	406	406	UHF42	Fresh Meadows	56.1	Estimate is based on small numbers so should be interpreted with caution.
82	502	obesityP	12/31/2014	year	2014	404	404	UHF42	Bayside - Little Neck	56.1	Estimate is based on small numbers so should be interpreted with caution.
82	502	obesityP	12/31/2014	year	2014	401	401	UHF42	Long Island City - Astoria	57.6	
82	502	obesityP	12/31/2014	year	2014	301	301	UHF42	Washington Heights	58.5	
82	502	obesityP	12/31/2014	year	2014	1	1	Citywide	New York City	58.5	
82	502	obesityP	12/31/2014	year	2014	2	2	Borough	Brooklyn	58.7	
82	502	obesityP	12/31/2014	year	2014	4	4	Borough	Queens	59.6	
82	502	obesityP	12/31/2014	year	2014	204	204	UHF42	East New York	60.6	
82	502	obesityP	12/31/2014	year	2014	209	208	UHF42	Bensonhurst - Bay Ridge	60.6	Estimate is based on small numbers so should be interpreted with caution.
82	502	obesityP	12/31/2014	year	2014	101	101	UHF42	Kingsbridge - Riverdale	60.9	Estimate is based on small numbers so should be interpreted with caution.
82	502	obesityP	12/31/2014	year	2014	302	302	UHF42	Central Harlem - Morningside Heights	61.2	Estimate is based on small numbers so should be interpreted with caution.
82	502	obesityP	12/31/2014	year	2014	210	210	UHF42	Coney Island - Sheepshead Bay	62.1	
82	502	obesityP	12/31/2014	year	2014	303	303	UHF42	East Harlem	62.7	Estimate is based on small numbers so should be interpreted with caution.
82	502	obesityP	12/31/2014	year	2014	410	410	UHF42	Rockaways	62.7	Estimate is based on small numbers so should be interpreted with caution.
82	502	obesityP	12/31/2014	year	2014	203	203	UHF42	Bedford Stuyvesant - Crown Heights	63.1	
82	502	obesityP	12/31/2014	year	2014	407	407	UHF42	Southwest Queens	63.7	
82	502	obesityP	12/31/2014	year	2014	402	402	UHF42	West Queens	64.3	
82	502	obesityP	12/31/2014	year	2014	208	208	UHF42	Canarsie - Flatlands	64.4	Estimate is based on small numbers so should be interpreted with caution.
82	502	obesityP	12/31/2014	year	2014	502	502	UHF42	Stapleton - St. George	64.5	
82	502	obesityP	12/31/2014	year	2014	501	501	UHF42	Port Richmond	64.5	
82	502	obesityP	12/31/2014	year	2014	5	5	Borough	Staten Island	65.1	
82	502	obesityP	12/31/2014	year	2014	503	503	UHF42	Willowbrook	65.5	
82	502	obesityP	12/31/2014	year	2014	504	504	UHF42	South Beach - Tottenville	65.5	
82	502	obesityP	12/31/2014	year	2014	211	211	UHF42	Williamsburg - Bushwick	66.7	
82	502	obesityP	12/31/2014	year	2014	107	107	UHF42	Hunts Point - Mott Haven	67.4	
82	502	obesityP	12/31/2014	year	2014	106	106	UHF42	High Bridge - Morrisania	67.4	
82	502	obesityP	12/31/2014	year	2014	105	105	UHF42	Crotona -Tremont	67.4	
82	502	obesityP	12/31/2014	year	2014	102	102	UHF42	Northeast Bronx	67.6	Estimate is based on small numbers so should be interpreted with caution.
82	502	obesityP	12/31/2014	year	2014	1	1	Borough	Bronx	67.9	
82	502	obesityP	12/31/2014	year	2014	104	104	UHF42	Pelham - Throgs Neck	69.5	
82	502	obesityP	12/31/2014	year	2014	408	408	UHF42	Jamaica	69.6	
82	502	obesityP	12/31/2014	year	2014	103	103	UHF42	Fordham - Bronx Pk	69.8	
82	502	obesityP	12/31/2014	year	2014	207	207	UHF42	East Flatbush - Flatbush	70.2	
82	502	obesityP	12/31/2015	year	2015	309	309	UHF42	Union Square - Lower East Side	31.1	
82	502	obesityP	12/31/2015	year	2015	308	308	UHF42	Greenwich Village - SoHo	35	Estimate is based on small numbers so should be interpreted with caution.
82	502	obesityP	12/31/2015	year	2015	305	305	UHF42	Upper East Side	38.8	
82	502	obesityP	12/31/2015	year	2015	307	307	UHF42	Gramercy Park - Murray Hill	40.1	Estimate is based on small numbers so should be interpreted with caution.
82	502	obesityP	12/31/2015	year	2015	202	202	UHF42	Downtown - Heights - Slope	42.1	
82	502	obesityP	12/31/2015	year	2015	310	310	UHF42	Lower Manhattan	43.9	Estimate is based on small numbers so should be interpreted with caution.
82	502	obesityP	12/31/2015	year	2015	403	403	UHF42	Flushing - Clearview	44.1	
82	502	obesityP	12/31/2015	year	2015	304	304	UHF42	Upper West Side	44.5	
82	502	obesityP	12/31/2015	year	2015	3	3	Borough	Manhattan	47.3	
82	502	obesityP	12/31/2015	year	2015	205	205	UHF42	Sunset Park	48.2	Estimate is based on small numbers so should be interpreted with caution.
82	502	obesityP	12/31/2015	year	2015	201	201	UHF42	Greenpoint	48.4	Estimate is based on small numbers so should be interpreted with caution.
82	502	obesityP	12/31/2015	year	2015	206	206	UHF42	Borough Park	50.8	
82	502	obesityP	12/31/2015	year	2015	306	306	UHF42	Chelsea - Clinton	51.5	Estimate is based on small numbers so should be interpreted with caution.
82	502	obesityP	12/31/2015	year	2015	209	208	UHF42	Bensonhurst - Bay Ridge	51.7	
82	502	obesityP	12/31/2015	year	2015	406	406	UHF42	Fresh Meadows	52.1	
82	502	obesityP	12/31/2015	year	2015	503	503	UHF42	Willowbrook	53.4	Estimate is based on small numbers so should be interpreted with caution.
82	502	obesityP	12/31/2015	year	2015	404	404	UHF42	Bayside - Little Neck	53.7	Estimate is based on small numbers so should be interpreted with caution.
82	502	obesityP	12/31/2015	year	2015	405	405	UHF42	Ridgewood - Forest Hills	53.9	Estimate is based on small numbers so should be interpreted with caution.
82	502	obesityP	12/31/2015	year	2015	401	401	UHF42	Long Island City - Astoria	56.2	Estimate is based on small numbers so should be interpreted with caution.
82	502	obesityP	12/31/2015	year	2015	4	4	Borough	Queens	57.2	
82	502	obesityP	12/31/2015	year	2015	1	1	Citywide	New York City	57.3	
82	502	obesityP	12/31/2015	year	2015	2	2	Borough	Brooklyn	58.4	
82	502	obesityP	12/31/2015	year	2015	402	402	UHF42	West Queens	58.7	
82	502	obesityP	12/31/2015	year	2015	211	211	UHF42	Williamsburg - Bushwick	59.9	
82	502	obesityP	12/31/2015	year	2015	302	302	UHF42	Central Harlem - Morningside Heights	60	
82	502	obesityP	12/31/2015	year	2015	210	210	UHF42	Coney Island - Sheepshead Bay	60.4	
82	502	obesityP	12/31/2015	year	2015	407	407	UHF42	Southwest Queens	60.8	
82	502	obesityP	12/31/2015	year	2015	502	502	UHF42	Stapleton - St. George	60.9	Estimate is based on small numbers so should be interpreted with caution.
82	502	obesityP	12/31/2015	year	2015	5	5	Borough	Staten Island	61.3	
82	502	obesityP	12/31/2015	year	2015	301	301	UHF42	Washington Heights	62.9	
82	502	obesityP	12/31/2015	year	2015	410	410	UHF42	Rockaways	63.9	Estimate is based on small numbers so should be interpreted with caution.
82	502	obesityP	12/31/2015	year	2015	303	303	UHF42	East Harlem	64	
82	502	obesityP	12/31/2015	year	2015	504	504	UHF42	South Beach - Tottenville	64.4	
82	502	obesityP	12/31/2015	year	2015	408	408	UHF42	Jamaica	64.7	
82	502	obesityP	12/31/2015	year	2015	409	409	UHF42	Southeast Queens	64.8	
82	502	obesityP	12/31/2015	year	2015	501	501	UHF42	Port Richmond	64.8	Estimate is based on small numbers so should be interpreted with caution.
82	502	obesityP	12/31/2015	year	2015	106	106	UHF42	High Bridge - Morrisania	65	
82	502	obesityP	12/31/2015	year	2015	102	102	UHF42	Northeast Bronx	65.2	
82	502	obesityP	12/31/2015	year	2015	101	101	UHF42	Kingsbridge - Riverdale	65.3	Estimate is based on small numbers so should be interpreted with caution.
82	502	obesityP	12/31/2015	year	2015	208	208	UHF42	Canarsie - Flatlands	65.4	
82	502	obesityP	12/31/2015	year	2015	204	204	UHF42	East New York	65.8	
82	502	obesityP	12/31/2015	year	2015	103	103	UHF42	Fordham - Bronx Pk	66.2	
82	502	obesityP	12/31/2015	year	2015	1	1	Borough	Bronx	66.5	
82	502	obesityP	12/31/2015	year	2015	104	104	UHF42	Pelham - Throgs Neck	66.7	
82	502	obesityP	12/31/2015	year	2015	107	107	UHF42	Hunts Point - Mott Haven	67.9	
82	502	obesityP	12/31/2015	year	2015	207	207	UHF42	East Flatbush - Flatbush	68.9	
82	502	obesityP	12/31/2015	year	2015	105	105	UHF42	Crotona -Tremont	69.6	
82	502	obesityP	12/31/2015	year	2015	203	203	UHF42	Bedford Stuyvesant - Crown Heights	70.1	
82	502	obesityP	12/31/2016	year	2016	307	307	UHF42	Gramercy Park - Murray Hill	32.9	
82	502	obesityP	12/31/2016	year	2016	306	306	UHF42	Chelsea - Clinton	34.7	Estimate is based on small numbers so should be interpreted with caution.
82	502	obesityP	12/31/2016	year	2016	309	309	UHF42	Union Square - Lower East Side	35	
82	502	obesityP	12/31/2016	year	2016	308	308	UHF42	Greenwich Village - SoHo	38.4	Estimate is based on small numbers so should be interpreted with caution.
82	502	obesityP	12/31/2016	year	2016	405	405	UHF42	Ridgewood - Forest Hills	40.1	Estimate is based on small numbers so should be interpreted with caution.
82	502	obesityP	12/31/2016	year	2016	304	304	UHF42	Upper West Side	41.5	Estimate is based on small numbers so should be interpreted with caution.
82	502	obesityP	12/31/2016	year	2016	305	305	UHF42	Upper East Side	42.4	Estimate is based on small numbers so should be interpreted with caution.
82	502	obesityP	12/31/2016	year	2016	403	403	UHF42	Flushing - Clearview	43.7	
82	502	obesityP	12/31/2016	year	2016	202	202	UHF42	Downtown - Heights - Slope	44.5	
82	502	obesityP	12/31/2016	year	2016	3	3	Borough	Manhattan	45.9	
82	502	obesityP	12/31/2016	year	2016	205	205	UHF42	Sunset Park	46.6	
82	502	obesityP	12/31/2016	year	2016	401	401	UHF42	Long Island City - Astoria	51.5	
82	502	obesityP	12/31/2016	year	2016	402	402	UHF42	West Queens	51.9	
82	502	obesityP	12/31/2016	year	2016	201	201	UHF42	Greenpoint	53.5	Estimate is based on small numbers so should be interpreted with caution.
82	502	obesityP	12/31/2016	year	2016	209	208	UHF42	Bensonhurst - Bay Ridge	55.4	
82	502	obesityP	12/31/2016	year	2016	310	310	UHF42	Lower Manhattan	55.7	Estimate is based on small numbers so should be interpreted with caution.
82	502	obesityP	12/31/2016	year	2016	101	101	UHF42	Kingsbridge - Riverdale	55.8	Estimate is based on small numbers so should be interpreted with caution.
82	502	obesityP	12/31/2016	year	2016	502	502	UHF42	Stapleton - St. George	55.9	Estimate is based on small numbers so should be interpreted with caution.
82	502	obesityP	12/31/2016	year	2016	4	4	Borough	Queens	56.6	
82	502	obesityP	12/31/2016	year	2016	503	503	UHF42	Willowbrook	57.1	Estimate is based on small numbers so should be interpreted with caution.
82	502	obesityP	12/31/2016	year	2016	211	211	UHF42	Williamsburg - Bushwick	57.6	
82	502	obesityP	12/31/2016	year	2016	1	1	Citywide	New York City	57.7	
82	502	obesityP	12/31/2016	year	2016	404	404	UHF42	Bayside - Little Neck	57.7	Estimate is based on small numbers so should be interpreted with caution.
82	502	obesityP	12/31/2016	year	2016	206	206	UHF42	Borough Park	58.3	
82	502	obesityP	12/31/2016	year	2016	2	2	Borough	Brooklyn	59	
82	502	obesityP	12/31/2016	year	2016	406	406	UHF42	Fresh Meadows	59.6	
82	502	obesityP	12/31/2016	year	2016	302	302	UHF42	Central Harlem - Morningside Heights	59.8	
82	502	obesityP	12/31/2016	year	2016	303	303	UHF42	East Harlem	60.2	Estimate is based on small numbers so should be interpreted with caution.
82	502	obesityP	12/31/2016	year	2016	210	210	UHF42	Coney Island - Sheepshead Bay	61.6	
82	502	obesityP	12/31/2016	year	2016	407	407	UHF42	Southwest Queens	62	
82	502	obesityP	12/31/2016	year	2016	207	207	UHF42	East Flatbush - Flatbush	62.3	
82	502	obesityP	12/31/2016	year	2016	5	5	Borough	Staten Island	62.4	
82	502	obesityP	12/31/2016	year	2016	203	203	UHF42	Bedford Stuyvesant - Crown Heights	63.2	
82	502	obesityP	12/31/2016	year	2016	408	408	UHF42	Jamaica	63.2	
82	502	obesityP	12/31/2016	year	2016	301	301	UHF42	Washington Heights	63.3	
82	502	obesityP	12/31/2016	year	2016	410	410	UHF42	Rockaways	66.4	Estimate is based on small numbers so should be interpreted with caution.
82	502	obesityP	12/31/2016	year	2016	504	504	UHF42	South Beach - Tottenville	66.8	
82	502	obesityP	12/31/2016	year	2016	103	103	UHF42	Fordham - Bronx Pk	66.9	
82	502	obesityP	12/31/2016	year	2016	208	208	UHF42	Canarsie - Flatlands	67.7	
82	502	obesityP	12/31/2016	year	2016	104	104	UHF42	Pelham - Throgs Neck	68.1	
82	502	obesityP	12/31/2016	year	2016	501	501	UHF42	Port Richmond	68.6	Estimate is based on small numbers so should be interpreted with caution.
82	502	obesityP	12/31/2016	year	2016	102	102	UHF42	Northeast Bronx	69.7	
82	502	obesityP	12/31/2016	year	2016	1	1	Borough	Bronx	70.2	
82	502	obesityP	12/31/2016	year	2016	105	105	UHF42	Crotona -Tremont	71.2	
82	502	obesityP	12/31/2016	year	2016	204	204	UHF42	East New York	72.8	
82	502	obesityP	12/31/2016	year	2016	409	409	UHF42	Southeast Queens	74.3	Estimate is based on small numbers so should be interpreted with caution.
82	502	obesityP	12/31/2016	year	2016	106	106	UHF42	High Bridge - Morrisania	77.1	
82	502	obesityP	12/31/2016	year	2016	107	107	UHF42	Hunts Point - Mott Haven	80.8	
82	502	obesityP	12/31/2017	year	2017	308	308	UHF42	Greenwich Village - SoHo	25.6	Estimate is based on small numbers so should be interpreted with caution.
82	502	obesityP	12/31/2017	year	2017	309	309	UHF42	Union Square - Lower East Side	32.2	
82	502	obesityP	12/31/2017	year	2017	306	306	UHF42	Chelsea - Clinton	34.2	Estimate is based on small numbers so should be interpreted with caution.
82	502	obesityP	12/31/2017	year	2017	305	305	UHF42	Upper East Side	39.5	Estimate is based on small numbers so should be interpreted with caution.
82	502	obesityP	12/31/2017	year	2017	304	304	UHF42	Upper West Side	42.4	
82	502	obesityP	12/31/2017	year	2017	307	307	UHF42	Gramercy Park - Murray Hill	42.9	
82	502	obesityP	12/31/2017	year	2017	202	202	UHF42	Downtown - Heights - Slope	44.2	
82	502	obesityP	12/31/2017	year	2017	3	3	Borough	Manhattan	44.4	
82	502	obesityP	12/31/2017	year	2017	403	403	UHF42	Flushing - Clearview	48.7	
82	502	obesityP	12/31/2017	year	2017	205	205	UHF42	Sunset Park	48.9	
82	502	obesityP	12/31/2017	year	2017	209	208	UHF42	Bensonhurst - Bay Ridge	50.3	
82	502	obesityP	12/31/2017	year	2017	201	201	UHF42	Greenpoint	50.7	Estimate is based on small numbers so should be interpreted with caution.
82	502	obesityP	12/31/2017	year	2017	503	503	UHF42	Willowbrook	51.1	Estimate is based on small numbers so should be interpreted with caution.
82	502	obesityP	12/31/2017	year	2017	404	404	UHF42	Bayside - Little Neck	51.2	Estimate is based on small numbers so should be interpreted with caution.
82	502	obesityP	12/31/2017	year	2017	302	302	UHF42	Central Harlem - Morningside Heights	52.4	
82	502	obesityP	12/31/2017	year	2017	402	402	UHF42	West Queens	53.5	
82	502	obesityP	12/31/2017	year	2017	101	101	UHF42	Kingsbridge - Riverdale	54.7	Estimate is based on small numbers so should be interpreted with caution.
82	502	obesityP	12/31/2017	year	2017	405	405	UHF42	Ridgewood - Forest Hills	55.5	Estimate is based on small numbers so should be interpreted with caution.
82	502	obesityP	12/31/2017	year	2017	206	206	UHF42	Borough Park	56.3	
82	502	obesityP	12/31/2017	year	2017	1	1	Citywide	New York City	57.4	
82	502	obesityP	12/31/2017	year	2017	310	310	UHF42	Lower Manhattan	57.9	Estimate is based on small numbers so should be interpreted with caution.
82	502	obesityP	12/31/2017	year	2017	2	2	Borough	Brooklyn	58.2	
82	502	obesityP	12/31/2017	year	2017	4	4	Borough	Queens	58.2	
82	502	obesityP	12/31/2017	year	2017	409	409	UHF42	Southeast Queens	58.4	
82	502	obesityP	12/31/2017	year	2017	211	211	UHF42	Williamsburg - Bushwick	59.4	
82	502	obesityP	12/31/2017	year	2017	406	406	UHF42	Fresh Meadows	59.5	
82	502	obesityP	12/31/2017	year	2017	401	401	UHF42	Long Island City - Astoria	60	
82	502	obesityP	12/31/2017	year	2017	502	502	UHF42	Stapleton - St. George	60.4	Estimate is based on small numbers so should be interpreted with caution.
82	502	obesityP	12/31/2017	year	2017	407	407	UHF42	Southwest Queens	60.5	
82	502	obesityP	12/31/2017	year	2017	210	210	UHF42	Coney Island - Sheepshead Bay	60.6	
82	502	obesityP	12/31/2017	year	2017	301	301	UHF42	Washington Heights	60.9	
82	502	obesityP	12/31/2017	year	2017	208	208	UHF42	Canarsie - Flatlands	61.3	
82	502	obesityP	12/31/2017	year	2017	5	5	Borough	Staten Island	61.4	
82	502	obesityP	12/31/2017	year	2017	303	303	UHF42	East Harlem	62	Estimate is based on small numbers so should be interpreted with caution.
82	502	obesityP	12/31/2017	year	2017	504	504	UHF42	South Beach - Tottenville	63.4	Estimate is based on small numbers so should be interpreted with caution.
82	502	obesityP	12/31/2017	year	2017	207	207	UHF42	East Flatbush - Flatbush	63.6	
82	502	obesityP	12/31/2017	year	2017	103	103	UHF42	Fordham - Bronx Pk	65.1	
82	502	obesityP	12/31/2017	year	2017	204	204	UHF42	East New York	66.7	
82	502	obesityP	12/31/2017	year	2017	203	203	UHF42	Bedford Stuyvesant - Crown Heights	67.2	
82	502	obesityP	12/31/2017	year	2017	408	408	UHF42	Jamaica	67.5	
82	502	obesityP	12/31/2017	year	2017	104	104	UHF42	Pelham - Throgs Neck	67.8	
82	502	obesityP	12/31/2017	year	2017	1	1	Borough	Bronx	69.3	
82	502	obesityP	12/31/2017	year	2017	102	102	UHF42	Northeast Bronx	69.4	
82	502	obesityP	12/31/2017	year	2017	501	501	UHF42	Port Richmond	72.1	Estimate is based on small numbers so should be interpreted with caution.
82	502	obesityP	12/31/2017	year	2017	106	106	UHF42	High Bridge - Morrisania	72.8	
82	502	obesityP	12/31/2017	year	2017	105	105	UHF42	Crotona -Tremont	75.5	
82	502	obesityP	12/31/2017	year	2017	410	410	UHF42	Rockaways	76.5	
82	502	obesityP	12/31/2017	year	2017	107	107	UHF42	Hunts Point - Mott Haven	78.4	
82	1224	parkDisP	12/31/2017	year	2017	409	409	UHF42	Southeast Queens	40	
82	1224	parkDisP	12/31/2017	year	2017	102	102	UHF42	Northeast Bronx	54	
82	1224	parkDisP	12/31/2017	year	2017	501	501	UHF42	Port Richmond	55	
82	1224	parkDisP	12/31/2017	year	2017	503	503	UHF42	Willowbrook	56	
82	1224	parkDisP	12/31/2017	year	2017	504	504	UHF42	South Beach - Tottenville	60	
82	1224	parkDisP	12/31/2017	year	2017	406	406	UHF42	Fresh Meadows	62	
82	1224	parkDisP	12/31/2017	year	2017	5	5	Borough	Staten Island	62	
82	1224	parkDisP	12/31/2017	year	2017	207	207	UHF42	East Flatbush - Flatbush	62	
82	1224	parkDisP	12/31/2017	year	2017	407	407	UHF42	Southwest Queens	65	
82	1224	parkDisP	12/31/2017	year	2017	401	401	UHF42	Long Island City - Astoria	66	
82	1224	parkDisP	12/31/2017	year	2017	4	4	Borough	Queens	69	
82	1224	parkDisP	12/31/2017	year	2017	405	405	UHF42	Ridgewood - Forest Hills	71	
82	1224	parkDisP	12/31/2017	year	2017	402	402	UHF42	West Queens	72	
82	1224	parkDisP	12/31/2017	year	2017	502	502	UHF42	Stapleton - St. George	73	
82	1224	parkDisP	12/31/2017	year	2017	206	206	UHF42	Borough Park	73	
82	1224	parkDisP	12/31/2017	year	2017	408	408	UHF42	Jamaica	74	
82	1224	parkDisP	12/31/2017	year	2017	404	404	UHF42	Bayside - Little Neck	74	
82	1224	parkDisP	12/31/2017	year	2017	208	208	UHF42	Canarsie - Flatlands	76	
82	1224	parkDisP	12/31/2017	year	2017	403	403	UHF42	Flushing - Clearview	77	
82	1224	parkDisP	12/31/2017	year	2017	210	210	UHF42	Coney Island - Sheepshead Bay	78	
82	1224	parkDisP	12/31/2017	year	2017	104	104	UHF42	Pelham - Throgs Neck	78	
82	1224	parkDisP	12/31/2017	year	2017	209	208	UHF42	Bensonhurst - Bay Ridge	80	
82	1224	parkDisP	12/31/2017	year	2017	1	1	Citywide	New York City	81	
82	1224	parkDisP	12/31/2017	year	2017	2	2	Borough	Brooklyn	82	
82	1224	parkDisP	12/31/2017	year	2017	204	204	UHF42	East New York	84	
82	1224	parkDisP	12/31/2017	year	2017	410	410	UHF42	Rockaways	84	
82	1224	parkDisP	12/31/2017	year	2017	205	205	UHF42	Sunset Park	87	
82	1224	parkDisP	12/31/2017	year	2017	1	1	Borough	Bronx	87	
82	1224	parkDisP	12/31/2017	year	2017	101	101	UHF42	Kingsbridge - Riverdale	88	
82	1224	parkDisP	12/31/2017	year	2017	307	307	UHF42	Gramercy Park - Murray Hill	91	
82	1224	parkDisP	12/31/2017	year	2017	211	211	UHF42	Williamsburg - Bushwick	93	
82	1224	parkDisP	12/31/2017	year	2017	306	306	UHF42	Chelsea - Clinton	94	
82	1224	parkDisP	12/31/2017	year	2017	203	203	UHF42	Bedford Stuyvesant - Crown Heights	94	
82	1224	parkDisP	12/31/2017	year	2017	201	201	UHF42	Greenpoint	94	
82	1224	parkDisP	12/31/2017	year	2017	202	202	UHF42	Downtown - Heights - Slope	94	
82	1224	parkDisP	12/31/2017	year	2017	305	305	UHF42	Upper East Side	95	
82	1224	parkDisP	12/31/2017	year	2017	107	107	UHF42	Hunts Point - Mott Haven	96	
82	1224	parkDisP	12/31/2017	year	2017	3	3	Borough	Manhattan	97	
82	1224	parkDisP	12/31/2017	year	2017	106	106	UHF42	High Bridge - Morrisania	98	
82	1224	parkDisP	12/31/2017	year	2017	103	103	UHF42	Fordham - Bronx Pk	98	
82	1224	parkDisP	12/31/2017	year	2017	105	105	UHF42	Crotona -Tremont	99	
82	1224	parkDisP	12/31/2017	year	2017	304	304	UHF42	Upper West Side	99	
82	1224	parkDisP	12/31/2017	year	2017	303	303	UHF42	East Harlem	99	
82	1224	parkDisP	12/31/2017	year	2017	302	302	UHF42	Central Harlem - Morningside Heights	99	
82	1224	parkDisP	12/31/2017	year	2017	310	310	UHF42	Lower Manhattan	99	
82	1224	parkDisP	12/31/2017	year	2017	308	308	UHF42	Greenwich Village - SoHo	99	
82	1224	parkDisP	12/31/2017	year	2017	309	309	UHF42	Union Square - Lower East Side	100	
82	1224	parkDisP	12/31/2017	year	2017	301	301	UHF42	Washington Heights	100	
82	221	poveACSP	12/31/2013	year	2009-13	504	504	UHF42	South Beach - Tottenville	6.28	
82	221	poveACSP	12/31/2013	year	2009-13	305	305	UHF42	Upper East Side	6.8	
82	221	poveACSP	12/31/2013	year	2009-13	409	409	UHF42	Southeast Queens	7.05	
82	221	poveACSP	12/31/2013	year	2009-13	404	404	UHF42	Bayside - Little Neck	8.49	
82	221	poveACSP	12/31/2013	year	2009-13	503	503	UHF42	Willowbrook	8.65	
82	221	poveACSP	12/31/2013	year	2009-13	307	307	UHF42	Gramercy Park - Murray Hill	9.21	
82	221	poveACSP	12/31/2013	year	2009-13	308	308	UHF42	Greenwich Village - SoHo	9.85	
82	221	poveACSP	12/31/2013	year	2009-13	310	310	UHF42	Lower Manhattan	10.92	
82	221	poveACSP	12/31/2013	year	2009-13	304	304	UHF42	Upper West Side	11.8	
82	221	poveACSP	12/31/2013	year	2009-13	5	5	Borough	Staten Island	11.85	
82	221	poveACSP	12/31/2013	year	2009-13	306	306	UHF42	Chelsea - Clinton	12.1	
82	221	poveACSP	12/31/2013	year	2009-13	208	208	UHF42	Canarsie - Flatlands	12.65	
82	221	poveACSP	12/31/2013	year	2009-13	405	405	UHF42	Ridgewood - Forest Hills	12.9	
82	221	poveACSP	12/31/2013	year	2009-13	407	407	UHF42	Southwest Queens	13.14	
82	221	poveACSP	12/31/2013	year	2009-13	403	403	UHF42	Flushing - Clearview	14.2	
82	221	poveACSP	12/31/2013	year	2009-13	4	4	Borough	Queens	14.96	
82	221	poveACSP	12/31/2013	year	2009-13	209	208	UHF42	Bensonhurst - Bay Ridge	15.04	
